task,th,tr,tc,successor
1,273,546,100000,"[5, 13]"
2,457,100000,320,"[5, 6, 7]"
3,543,100000,380,"[5, 7, 13]"
4,505,100000,100000,"[5, 7, 13]"
5,399,100000,279,"[8, 10]"
6,355,710,100000,"[9, 10, 11]"
7,259,518,100000,"[9, 20]"
8,612,100000,428,[]
9,384,100000,100000,[]
10,557,100000,100000,"[12, 14, 15]"
11,515,1030,360,[13]
12,452,100000,100000,"[16, 17]"
13,290,580,100000,[]
14,400,800,100000,[]
15,290,580,100000,[18]
16,391,100000,274,[19]
17,613,1226,100000,[20]
18,239,100000,100000,[]
19,514,100000,360,[]
20,499,100000,349,[]
