task,th,tr,tc,successor
1,406,812,100000,"[4, 7]"
2,669,1338,468,"[5, 6]"
3,496,100000,347,[6]
4,614,100000,430,[13]
5,306,612,100000,[13]
6,451,100000,316,[8]
7,295,590,100000,[8]
8,499,998,349,"[9, 10, 11, 12]"
9,470,100000,100000,[13]
10,699,100000,100000,[13]
11,449,898,314,"[13, 14, 15]"
12,651,100000,456,[]
13,543,100000,100000,"[16, 17, 18, 19]"
14,539,100000,100000,[20]
15,668,100000,100000,[]
16,290,580,100000,[]
17,423,846,296,[]
18,477,100000,100000,[]
19,542,100000,100000,[]
20,580,100000,100000,[]
