task,th,tr,tc,successor
1,112,224,100000,"[4, 5, 6, 7]"
2,79,100000,100000,"[5, 6, 7]"
3,104,208,100000,[5]
4,52,100000,36,[9]
5,350,100000,100000,"[8, 13, 14]"
6,104,100000,73,[10]
7,84,100000,100000,"[13, 14]"
8,127,254,100000,[11]
9,333,100000,233,[12]
10,126,252,88,"[13, 14]"
11,309,100000,216,[17]
12,135,270,94,[16]
13,147,100000,100000,"[15, 17, 18]"
14,156,100000,100000,"[17, 18]"
15,21,42,15,[19]
16,223,446,100000,[20]
17,79,158,100000,[20]
18,54,100000,100000,[20]
19,168,100000,100000,[]
20,107,100000,75,[]
