task,th,tr,tc,successor
1,210,100000,147,"[15, 16]"
2,530,100000,100000,"[4, 5]"
3,504,100000,353,[4]
4,401,100000,281,"[6, 7, 8]"
5,586,1172,100000,"[6, 7, 8]"
6,495,990,100000,[9]
7,479,958,335,"[9, 10]"
8,492,984,100000,[14]
9,547,100000,100000,[11]
10,790,1580,553,[11]
11,342,100000,100000,"[12, 13, 14]"
12,626,100000,100000,[15]
13,268,100000,188,[16]
14,573,1146,401,[15]
15,497,100000,100000,"[17, 18]"
16,576,1152,100000,"[17, 18]"
17,551,100000,100000,[19]
18,486,972,100000,[20]
19,646,100000,100000,[]
20,560,100000,392,[]
