task,th,tr,tc,successor
1,37,74,26,"[6, 7, 8]"
2,158,100000,100000,"[3, 4]"
3,60,100000,42,[5]
4,228,100000,100000,[5]
5,283,566,100000,"[6, 7, 8]"
6,58,100000,41,"[9, 10]"
7,62,124,43,"[14, 15]"
8,64,100000,100000,"[9, 10, 11]"
9,20,100000,100000,"[15, 16]"
10,204,100000,100000,"[12, 13]"
11,97,100000,100000,[12]
12,246,492,172,"[14, 15]"
13,123,100000,100000,[18]
14,280,560,100000,[16]
15,205,410,144,"[17, 18]"
16,72,100000,100000,"[18, 19]"
17,268,100000,100000,"[19, 20]"
18,75,150,100000,[]
19,190,380,133,[]
20,118,100000,83,[]
