task,th,tr,tc,successor
1,104,100000,73,"[2, 3, 4]"
2,41,82,100000,[6]
3,159,100000,100000,"[5, 7, 8]"
4,151,302,106,"[7, 8]"
5,308,616,100000,[9]
6,468,100000,100000,[10]
7,88,176,62,"[11, 12]"
8,139,100000,100000,"[10, 11, 12]"
9,244,488,100000,[14]
10,191,100000,100000,"[13, 15, 16, 17]"
11,124,100000,87,"[16, 17]"
12,276,100000,100000,[16]
13,543,100000,380,[18]
14,179,358,100000,[20]
15,494,100000,346,[19]
16,107,214,100000,[]
17,520,100000,100000,[20]
18,188,376,132,[]
19,255,100000,100000,[]
20,222,100000,155,[]
