task,th,tr,tc,successor
1,68,136,48,[5]
2,239,478,100000,"[6, 7]"
3,119,238,83,"[17, 18]"
4,238,476,100000,[7]
5,171,100000,100000,[9]
6,49,100000,34,[8]
7,47,100000,33,"[9, 10, 11]"
8,90,180,100000,[12]
9,132,100000,100000,"[13, 14]"
10,52,104,100000,[14]
11,50,100000,35,[14]
12,32,100000,100000,[15]
13,61,100000,43,[16]
14,227,100000,100000,"[17, 18]"
15,259,100000,100000,[19]
16,55,110,38,[19]
17,441,100000,309,"[19, 20]"
18,93,100000,100000,"[19, 20]"
19,196,392,100000,[]
20,287,100000,100000,[]
