task,th,tr,tc,successor
1,124,100000,100000,[5]
2,103,100000,72,"[5, 6, 7]"
3,535,1070,100000,[17]
4,203,100000,142,"[5, 7]"
5,112,100000,100000,[8]
6,44,88,100000,"[9, 10]"
7,26,100000,100000,[17]
8,237,100000,100000,"[11, 12]"
9,505,100000,354,"[11, 12, 13]"
10,120,240,100000,[13]
11,198,100000,139,"[14, 15, 16]"
12,341,682,100000,[]
13,514,100000,360,[]
14,41,100000,100000,[19]
15,354,708,100000,[18]
16,510,1020,357,"[17, 19, 20]"
17,45,90,31,[]
18,276,100000,100000,[]
19,540,1080,378,[]
20,452,100000,100000,[]
