task,th,tr,tc,successor
1,21,42,100000,[6]
2,538,1076,100000,[8]
3,535,100000,374,[6]
4,85,100000,100000,[5]
5,255,100000,100000,[14]
6,208,100000,100000,"[7, 8, 9, 10]"
7,350,100000,245,[14]
8,156,100000,109,"[11, 13]"
9,156,312,109,"[11, 12]"
10,142,284,99,[]
11,565,100000,100000,[14]
12,467,934,327,[14]
13,122,244,100000,"[15, 16]"
14,218,100000,100000,"[17, 18, 19, 20]"
15,46,100000,100000,[]
16,266,100000,100000,[]
17,268,100000,100000,[]
18,77,100000,54,[]
19,166,332,100000,[]
20,305,610,214,[]
