task,th,tr,tc,successor
1,205,100000,100000,[14]
2,438,876,307,"[4, 5]"
3,458,916,321,"[11, 12]"
4,46,100000,32,"[6, 7]"
5,31,100000,100000,"[6, 7]"
6,187,100000,100000,"[8, 9, 10]"
7,101,100000,100000,"[8, 9, 10]"
8,120,240,84,"[11, 12]"
9,96,192,100000,"[11, 12]"
10,229,458,100000,"[11, 12]"
11,88,100000,62,"[13, 14]"
12,536,100000,100000,"[13, 14]"
13,44,88,31,"[15, 16]"
14,126,100000,88,"[15, 16, 17]"
15,587,100000,100000,[18]
16,482,964,100000,[]
17,503,1006,100000,[]
18,153,100000,100000,"[19, 20]"
19,150,100000,100000,[]
20,400,100000,280,[]
