task,th,tr,tc,successor
1,290,100000,203,[4]
2,199,100000,139,[9]
3,132,264,100000,[4]
4,90,100000,100000,"[5, 6, 7]"
5,247,100000,100000,"[8, 9]"
6,242,100000,100000,[9]
7,142,100000,100000,"[8, 9]"
8,55,110,38,"[10, 11, 12]"
9,119,100000,100000,"[10, 11, 12]"
10,24,48,100000,[13]
11,99,198,100000,[]
12,319,100000,223,[13]
13,45,100000,31,"[14, 15]"
14,96,192,67,"[16, 17]"
15,62,124,100000,[20]
16,21,100000,100000,"[18, 20]"
17,157,100000,110,"[18, 19]"
18,158,100000,100000,[]
19,172,344,120,[]
20,46,92,100000,[]
