task,th,tr,tc,successor
1,280,100000,100000,"[2, 3]"
2,99,100000,69,"[4, 5]"
3,86,100000,100000,[17]
4,448,896,314,[8]
5,67,100000,100000,"[6, 7, 8]"
6,124,248,100000,"[9, 10]"
7,521,1042,100000,"[9, 10]"
8,58,100000,41,[9]
9,134,100000,100000,"[11, 12]"
10,302,100000,100000,"[11, 12]"
11,76,100000,53,"[13, 14, 15]"
12,420,840,100000,"[13, 14, 15]"
13,157,100000,100000,"[17, 19]"
14,102,100000,71,"[16, 17, 18, 19]"
15,198,396,139,"[16, 17, 18, 19]"
16,215,100000,100000,[20]
17,31,100000,22,[20]
18,222,444,100000,[20]
19,590,1180,413,[20]
20,299,598,100000,[]
