task,th,tr,tc,successor
1,535,1070,100000,[13]
2,512,100000,100000,"[4, 5, 7]"
3,538,100000,100000,[6]
4,511,100000,358,[13]
5,632,100000,442,[13]
6,286,572,100000,"[9, 11, 12]"
7,414,100000,100000,"[8, 10]"
8,520,100000,100000,[13]
9,594,1188,100000,[]
10,621,100000,435,[]
11,193,100000,100000,[15]
12,438,100000,100000,"[14, 16]"
13,340,680,100000,"[17, 18, 19, 20]"
14,413,826,289,[]
15,460,920,322,[]
16,449,100000,314,[]
17,346,692,242,[]
18,653,100000,100000,[]
19,590,1180,100000,[]
20,479,100000,335,[]
