task,th,tr,tc,successor
1,23,46,16,"[4, 5, 6]"
2,161,322,100000,"[4, 5, 6]"
3,161,100000,113,"[4, 5, 6]"
4,105,210,100000,"[7, 8]"
5,309,618,100000,[7]
6,120,240,84,"[7, 8]"
7,199,100000,139,"[9, 10]"
8,198,396,100000,[]
9,92,100000,100000,"[11, 12]"
10,147,100000,103,"[11, 12]"
11,127,100000,100000,"[18, 20]"
12,160,100000,112,"[13, 14]"
13,115,230,80,"[15, 16]"
14,138,100000,100000,"[15, 16]"
15,96,192,100000,[17]
16,38,100000,100000,[20]
17,154,100000,100000,"[18, 19, 20]"
18,108,100000,100000,[]
19,142,100000,100000,[]
20,155,100000,108,[]
