task,th,tr,tc,successor
1,132,100000,92,[9]
2,120,240,84,[9]
3,514,100000,100000,[9]
4,190,100000,133,"[5, 6, 7, 8]"
5,209,418,100000,[9]
6,457,914,100000,[9]
7,163,100000,114,"[10, 11, 16]"
8,491,100000,100000,[]
9,503,100000,100000,"[12, 13, 14, 15]"
10,138,100000,97,"[17, 18]"
11,138,100000,100000,[18]
12,247,494,100000,[16]
13,230,460,161,"[16, 17]"
14,169,100000,100000,[]
15,29,58,20,[]
16,120,240,100000,[18]
17,247,100000,100000,"[19, 20]"
18,104,100000,100000,[]
19,286,100000,200,[]
20,154,308,100000,[]
