task,th,tr,tc,successor
1,257,100000,180,[3]
2,103,206,100000,[3]
3,43,100000,30,"[4, 5, 6]"
4,76,100000,53,[7]
5,132,100000,100000,[7]
6,59,100000,100000,"[10, 15]"
7,124,100000,100000,"[8, 9]"
8,126,252,88,[10]
9,105,100000,74,"[10, 11, 12]"
10,20,100000,100000,[14]
11,135,100000,100000,"[13, 14, 15]"
12,76,100000,100000,[20]
13,160,320,112,"[16, 17]"
14,263,526,100000,"[16, 17]"
15,76,100000,53,"[16, 17]"
16,201,402,141,"[18, 20]"
17,177,354,100000,"[19, 20]"
18,248,496,100000,[]
19,339,100000,100000,[]
20,128,256,100000,[]
