task,th,tr,tc,successor
1,501,100000,100000,"[4, 10]"
2,147,294,100000,[4]
3,300,100000,100000,"[4, 5]"
4,251,502,176,[8]
5,50,100,100000,"[6, 7, 20]"
6,163,100000,100000,"[9, 10, 13]"
7,255,100000,178,[]
8,154,100000,100000,"[11, 12]"
9,76,100000,53,"[16, 17]"
10,111,222,78,"[12, 15, 17]"
11,67,134,47,"[13, 14]"
12,469,938,100000,[19]
13,107,100000,100000,"[16, 17, 18]"
14,357,714,100000,"[17, 20]"
15,246,100000,100000,[]
16,575,100000,100000,[]
17,411,100000,100000,[]
18,208,416,146,[]
19,211,100000,148,[]
20,49,100000,34,[]
