task,th,tr,tc,successor
1,122,100000,100000,[5]
2,196,392,137,[6]
3,342,684,100000,"[7, 8]"
4,113,226,79,[8]
5,109,218,76,[11]
6,136,100000,100000,[9]
7,158,100000,100000,[10]
8,27,100000,100000,[11]
9,147,100000,100000,[12]
10,100,100000,100000,[13]
11,82,100000,57,[13]
12,111,100000,100000,[14]
13,78,156,55,"[15, 16, 17]"
14,51,102,100000,[18]
15,153,100000,107,"[18, 19, 20]"
16,229,458,100000,"[18, 19]"
17,210,420,100000,"[19, 20]"
18,160,100000,112,[]
19,112,100000,100000,[]
20,155,100000,108,[]
