task,th,tr,tc,successor
1,409,818,286,"[4, 5, 6]"
2,170,100000,119,[]
3,234,468,100000,"[4, 8]"
4,66,100000,100000,[12]
5,481,100000,337,"[7, 8]"
6,113,100000,79,"[9, 14, 15]"
7,199,100000,100000,"[10, 11, 12, 13]"
8,51,100000,100000,"[10, 12, 17]"
9,268,100000,188,[13]
10,528,1056,370,"[14, 15]"
11,501,100000,100000,[14]
12,317,634,100000,"[14, 20]"
13,156,100000,109,"[16, 17]"
14,408,816,100000,[18]
15,210,420,100000,"[19, 20]"
16,302,100000,100000,[19]
17,251,100000,176,[20]
18,84,100000,100000,[]
19,457,914,100000,[]
20,45,90,100000,[]
