task,th,tr,tc,successor
1,357,100000,100000,"[3, 4, 9, 10]"
2,356,100000,100000,[5]
3,473,946,100000,[7]
4,346,100000,100000,[8]
5,504,100000,100000,"[6, 9, 10]"
6,44,100000,31,[11]
7,146,292,102,[12]
8,201,100000,100000,[13]
9,220,100000,100000,[13]
10,505,1010,100000,"[13, 14]"
11,327,654,229,[16]
12,515,100000,360,[15]
13,172,100000,120,"[16, 17]"
14,225,100000,100000,"[16, 17]"
15,77,154,54,[18]
16,460,920,322,"[19, 20]"
17,132,264,92,"[18, 20]"
18,73,100000,100000,[]
19,520,100000,100000,[]
20,124,248,100000,[]
