task,th,tr,tc,successor
1,486,972,340,"[4, 6]"
2,140,280,100000,"[3, 5, 6]"
3,41,100000,29,[7]
4,215,430,100000,[10]
5,32,100000,100000,"[8, 9]"
6,66,100000,100000,[12]
7,228,456,100000,[10]
8,46,100000,100000,"[10, 11, 13, 14]"
9,138,276,97,"[12, 17]"
10,138,100000,100000,"[16, 18, 20]"
11,75,100000,52,[18]
12,528,100000,100000,[15]
13,154,100000,100000,[18]
14,329,658,230,[]
15,557,1114,390,"[18, 19, 20]"
16,80,100000,56,"[17, 19]"
17,68,100000,100000,[]
18,213,100000,100000,[]
19,251,502,176,[]
20,238,100000,100000,[]
