task,th,tr,tc,successor
1,565,1130,100000,[14]
2,418,100000,100000,[14]
3,698,100000,100000,[14]
4,371,742,260,"[5, 6, 7, 8]"
5,553,1106,100000,[9]
6,523,1046,100000,"[12, 13]"
7,681,100000,100000,[11]
8,293,100000,205,[10]
9,477,100000,100000,[14]
10,366,732,100000,[15]
11,379,100000,265,[16]
12,488,100000,100000,[]
13,489,978,100000,[]
14,450,100000,315,"[17, 18, 19, 20]"
15,646,1292,452,[]
16,517,100000,100000,[]
17,397,100000,278,[]
18,664,100000,465,[]
19,810,1620,567,[]
20,704,100000,100000,[]
