task,th,tr,tc,successor
1,488,100000,342,"[4, 5]"
2,453,906,100000,"[6, 10]"
3,262,524,100000,[18]
4,643,100000,450,"[8, 9, 10]"
5,803,1606,562,"[7, 9]"
6,657,100000,100000,"[7, 8]"
7,540,100000,378,[20]
8,260,100000,182,"[12, 13]"
9,149,100000,104,[11]
10,590,1180,100000,"[14, 16, 17]"
11,556,1112,100000,"[15, 16, 17]"
12,490,100000,100000,"[16, 20]"
13,446,100000,100000,[15]
14,533,1066,373,[]
15,601,1202,100000,"[18, 20]"
16,448,100000,100000,[19]
17,600,100000,420,[19]
18,507,1014,100000,[]
19,400,100000,100000,[]
20,518,100000,100000,[]
