task,th,tr,tc,successor
1,508,100000,100000,"[4, 5]"
2,399,100000,279,"[4, 5]"
3,623,100000,436,"[4, 5]"
4,620,100000,100000,"[6, 7]"
5,580,1160,406,"[6, 7]"
6,325,650,100000,"[8, 9]"
7,492,100000,100000,"[8, 9]"
8,377,754,100000,"[10, 11, 12]"
9,546,1092,100000,"[12, 17]"
10,426,852,298,[13]
11,695,100000,100000,"[16, 18]"
12,531,100000,372,[14]
13,628,1256,100000,"[14, 15]"
14,301,100000,100000,"[16, 18, 19]"
15,340,100000,238,"[16, 17]"
16,251,502,176,[]
17,447,100000,313,[20]
18,589,100000,100000,[]
19,562,1124,100000,[]
20,533,100000,100000,[]
