task,th,tr,tc,successor
1,537,100000,100000,"[4, 7]"
2,596,100000,417,[6]
3,410,100000,287,"[5, 8, 11]"
4,379,100000,100000,[15]
5,555,1110,100000,[15]
6,680,1360,476,"[9, 10]"
7,350,700,100000,"[11, 12]"
8,342,100000,100000,"[10, 13]"
9,494,100000,346,[15]
10,388,100000,100000,"[14, 15]"
11,506,100000,354,[13]
12,543,1086,100000,[]
13,412,100000,100000,[15]
14,387,100000,271,[16]
15,410,820,100000,"[17, 18, 19, 20]"
16,578,100000,100000,[]
17,593,1186,100000,[]
18,493,986,345,[]
19,642,1284,449,[]
20,528,100000,100000,[]
