task,th,tr,tc,successor
1,144,100000,100000,[12]
2,191,100000,100000,"[7, 8]"
3,62,100000,100000,[8]
4,46,92,32,"[5, 6, 11, 13]"
5,115,230,80,[12]
6,54,108,100000,[12]
7,165,100000,100000,"[9, 11, 13, 14]"
8,193,386,135,[10]
9,178,100000,100000,[12]
10,421,100000,295,"[12, 13, 14]"
11,29,58,100000,[12]
12,141,100000,100000,"[15, 16, 17, 18]"
13,144,288,100000,[19]
14,237,100000,166,[]
15,249,100000,100000,"[19, 20]"
16,130,100000,100000,[]
17,61,100000,43,[20]
18,218,436,153,[]
19,116,100000,81,[]
20,51,102,100000,[]
