task,th,tr,tc,successor
1,582,1164,407,[4]
2,527,1054,369,"[5, 6, 7]"
3,625,100000,100000,[7]
4,199,398,139,[10]
5,441,100000,100000,[8]
6,594,100000,100000,[9]
7,620,1240,434,[10]
8,450,100000,315,[12]
9,629,1258,440,[11]
10,535,100000,100000,"[13, 14, 15]"
11,506,1012,100000,[17]
12,481,962,337,[16]
13,560,100000,100000,"[17, 18]"
14,259,100000,100000,"[17, 18]"
15,463,926,100000,"[17, 18]"
16,222,100000,100000,[19]
17,363,100000,100000,"[19, 20]"
18,634,100000,100000,"[19, 20]"
19,698,100000,100000,[]
20,556,100000,389,[]
