task,th,tr,tc,successor
1,307,614,100000,[7]
2,383,766,100000,[7]
3,566,100000,396,[7]
4,534,100000,374,[7]
5,573,1146,100000,"[8, 9, 10]"
6,637,100000,100000,"[11, 12]"
7,434,100000,304,"[13, 14, 15, 16]"
8,399,798,279,[]
9,834,100000,100000,[]
10,594,1188,100000,[]
11,588,100000,100000,[]
12,310,100000,100000,[]
13,436,872,305,[]
14,470,940,329,"[18, 19]"
15,320,100000,224,[]
16,708,1416,100000,[17]
17,579,100000,405,[]
18,477,100000,100000,[20]
19,418,100000,100000,[]
20,636,100000,100000,[]
