task,th,tr,tc,successor
1,126,252,100000,[4]
2,511,1022,100000,"[4, 5, 6]"
3,109,100000,76,"[5, 17]"
4,140,100000,100000,[7]
5,323,646,226,[15]
6,50,100,100000,[8]
7,98,100000,100000,"[8, 9, 10, 11, 12]"
8,147,294,100000,[15]
9,76,100000,53,[14]
10,100,200,70,[13]
11,38,100000,100000,[]
12,256,100000,100000,"[13, 15]"
13,271,100000,100000,[17]
14,504,100000,100000,"[16, 19]"
15,485,100000,100000,"[18, 19, 20]"
16,66,100000,100000,[]
17,180,100000,126,[]
18,192,384,134,[]
19,60,120,42,[]
20,74,100000,52,[]
