task,th,tr,tc,successor
1,444,100000,100000,[14]
2,358,716,251,"[5, 6]"
3,401,100000,100000,[13]
4,439,100000,100000,"[7, 10]"
5,473,946,331,"[7, 8, 10]"
6,460,100000,100000,"[9, 10]"
7,413,100000,100000,[14]
8,579,1158,100000,[14]
9,483,100000,338,[13]
10,482,100000,337,"[11, 12, 13]"
11,432,864,100000,[14]
12,689,100000,482,[14]
13,424,100000,100000,"[15, 16]"
14,563,100000,100000,"[17, 18, 19, 20]"
15,420,840,294,[]
16,729,100000,100000,[]
17,360,100000,252,[]
18,430,860,301,[]
19,346,692,100000,[]
20,523,1046,100000,[]
