task,th,tr,tc,successor
1,330,660,100000,"[4, 17, 18, 19]"
2,430,860,100000,"[4, 5, 7]"
3,503,1006,100000,[6]
4,187,100000,100000,[10]
5,126,252,100000,"[8, 10, 11]"
6,223,100000,156,"[9, 10, 11]"
7,332,100000,232,"[8, 9]"
8,430,100000,100000,"[12, 13, 14]"
9,369,100000,258,"[12, 14]"
10,299,100000,100000,[]
11,74,148,100000,"[13, 15, 20]"
12,114,100000,100000,[15]
13,497,100000,100000,[]
14,111,222,78,[16]
15,135,100000,94,[17]
16,71,142,50,"[18, 19, 20]"
17,269,100000,100000,[]
18,96,100000,100000,[]
19,176,352,123,[]
20,68,100000,48,[]
