task,th,tr,tc,successor
1,325,100000,100000,[4]
2,113,100000,100000,"[5, 6]"
3,59,118,100000,[5]
4,51,102,36,[7]
5,163,326,114,[7]
6,112,100000,100000,[16]
7,214,428,150,"[8, 9, 10, 11]"
8,107,214,75,[13]
9,181,100000,100000,[14]
10,34,100000,100000,"[12, 15, 16, 19]"
11,123,100000,86,"[16, 17]"
12,141,100000,99,[18]
13,138,100000,100000,[19]
14,300,600,210,[19]
15,78,100000,55,[]
16,37,100000,100000,[20]
17,154,100000,100000,[20]
18,263,526,100000,[]
19,123,246,100000,[]
20,218,100000,100000,[]
