task,th,tr,tc,successor
1,222,100000,100000,"[5, 7]"
2,455,100000,100000,"[6, 7]"
3,444,100000,311,[7]
4,391,100000,100000,[7]
5,464,928,325,[8]
6,603,100000,100000,[9]
7,429,858,100000,"[10, 11]"
8,489,100000,100000,[12]
9,442,884,309,[13]
10,565,100000,100000,"[13, 14]"
11,354,708,248,"[13, 14, 15]"
12,267,534,100000,[16]
13,523,1046,366,"[17, 18, 20]"
14,547,1094,383,[]
15,510,1020,100000,[18]
16,437,100000,100000,[20]
17,494,100000,100000,[19]
18,471,100000,330,[]
19,594,100000,100000,[]
20,491,100000,344,[]
