task,th,tr,tc,successor
1,136,272,100000,"[2, 3, 4, 5, 6]"
2,99,100000,100000,"[7, 8, 11]"
3,217,100000,100000,"[10, 13]"
4,97,100000,100000,[7]
5,268,100000,100000,"[7, 8, 9, 15]"
6,28,56,100000,"[12, 13]"
7,502,1004,351,[12]
8,508,1016,356,"[12, 13]"
9,386,100000,270,[12]
10,449,898,314,[20]
11,93,100000,100000,"[13, 14, 20]"
12,410,820,100000,[16]
13,21,42,100000,[]
14,140,100000,100000,[15]
15,175,350,100000,"[17, 18, 19]"
16,448,100000,314,"[18, 19, 20]"
17,469,100000,328,[]
18,209,100000,100000,[]
19,116,100000,81,[]
20,449,100000,314,[]
