task,th,tr,tc,successor
1,471,100000,100000,"[5, 6]"
2,570,1140,100000,[5]
3,335,670,234,[4]
4,590,100000,100000,[14]
5,564,100000,395,"[7, 8, 9]"
6,599,1198,100000,[]
7,494,988,346,"[10, 11]"
8,547,100000,383,"[12, 13]"
9,714,100000,100000,[]
10,524,100000,100000,[14]
11,646,1292,100000,[14]
12,564,1128,100000,[14]
13,314,100000,220,[15]
14,372,744,260,"[16, 17, 18, 19, 20]"
15,653,1306,100000,[]
16,732,100000,100000,[]
17,471,100000,330,[]
18,281,100000,100000,[]
19,381,100000,267,[]
20,638,100000,100000,[]
