task,th,tr,tc,successor
1,273,100000,191,"[3, 4, 5]"
2,469,100000,328,"[15, 16]"
3,396,792,277,"[7, 8]"
4,264,100000,100000,[6]
5,218,436,153,"[6, 9]"
6,287,100000,201,"[11, 15]"
7,44,100000,100000,"[10, 13, 14]"
8,573,100000,100000,"[9, 14]"
9,215,430,150,[13]
10,82,100000,100000,"[12, 15, 16]"
11,185,370,100000,"[12, 14]"
12,585,100000,100000,[18]
13,143,286,100,"[16, 17, 20]"
14,234,468,100000,[]
15,280,560,100000,"[19, 20]"
16,504,100000,100000,[]
17,499,100000,349,[]
18,399,100000,100000,[]
19,143,100000,100000,[]
20,47,94,100000,[]
