task,th,tr,tc,successor
1,227,454,100000,"[2, 3, 4, 5, 6]"
2,554,100000,100000,[11]
3,207,100000,145,"[7, 9, 10]"
4,525,100000,368,[]
5,173,346,121,[]
6,128,256,90,[8]
7,106,100000,100000,[11]
8,56,100000,100000,[11]
9,372,744,100000,[11]
10,395,100000,276,"[11, 12]"
11,216,100000,100000,"[13, 14, 15, 16, 17]"
12,169,100000,118,[]
13,182,100000,100000,[]
14,127,254,100000,[18]
15,88,100000,100000,[18]
16,133,266,93,"[19, 20]"
17,456,100000,319,[20]
18,206,412,100000,[]
19,23,46,100000,[]
20,272,100000,100000,[]
