task,th,tr,tc,successor
1,185,370,100000,"[3, 4]"
2,220,440,154,[4]
3,120,240,100000,"[5, 6]"
4,129,100000,90,"[6, 9, 11]"
5,41,82,100000,"[7, 8, 9]"
6,155,100000,108,[7]
7,71,100000,100000,[10]
8,79,158,100000,[11]
9,318,100000,100000,[14]
10,224,100000,157,[13]
11,81,162,100000,"[12, 13]"
12,234,100000,100000,[15]
13,86,100000,100000,"[14, 15]"
14,99,100000,69,"[16, 17, 18]"
15,72,100000,50,"[16, 18, 19]"
16,28,56,100000,[]
17,135,100000,100000,[19]
18,125,100000,100000,[20]
19,184,100000,129,[]
20,312,624,218,[]
