task,th,tr,tc,successor
1,201,402,100000,[7]
2,156,312,109,"[3, 4, 5, 6]"
3,201,402,100000,[7]
4,160,100000,100000,[7]
5,386,100000,270,[7]
6,316,100000,100000,"[8, 9, 10, 19]"
7,464,100000,100000,"[11, 12, 13, 14]"
8,88,176,62,[]
9,66,132,100000,[16]
10,472,944,330,[]
11,163,100000,100000,"[15, 16, 17, 18]"
12,453,100000,317,"[15, 18]"
13,117,100000,82,[19]
14,89,100000,100000,"[15, 16]"
15,321,100000,100000,"[19, 20]"
16,402,804,281,[]
17,346,692,242,[]
18,224,100000,100000,[]
19,88,100000,100000,[]
20,50,100000,100000,[]
