task,th,tr,tc,successor
1,212,100000,148,[6]
2,219,100000,153,[6]
3,25,50,100000,"[7, 8]"
4,83,166,58,"[10, 18]"
5,21,42,100000,[15]
6,167,334,100000,"[9, 10]"
7,119,100000,100000,"[9, 10, 11, 12]"
8,126,100000,100000,[10]
9,125,100000,88,"[13, 15]"
10,87,100000,100000,[]
11,175,100000,122,[15]
12,284,100000,199,"[14, 15]"
13,180,360,100000,[]
14,257,514,180,[17]
15,242,100000,100000,"[16, 17]"
16,65,130,100000,[18]
17,233,100000,100000,"[19, 20]"
18,62,124,100000,[]
19,175,100000,122,[]
20,93,100000,100000,[]
