task,th,tr,tc,successor
1,155,100000,100000,"[4, 5, 6]"
2,95,190,100000,[6]
3,239,100000,100000,"[4, 6]"
4,109,100000,100000,[11]
5,204,408,143,[7]
6,61,122,43,[7]
7,270,100000,189,"[8, 9, 10]"
8,53,106,100000,[11]
9,483,100000,338,[11]
10,214,428,150,[11]
11,79,100000,55,[12]
12,87,100000,100000,"[13, 14, 15]"
13,233,100000,100000,"[17, 19]"
14,430,860,301,"[16, 17, 18]"
15,46,100000,100000,"[16, 17, 18]"
16,242,484,100000,[19]
17,417,834,292,[]
18,117,100000,100000,"[19, 20]"
19,374,100000,100000,[]
20,373,100000,100000,[]
