task,th,tr,tc,successor
1,441,100000,100000,"[2, 3, 4, 5]"
2,457,100000,100000,[6]
3,383,100000,268,[7]
4,843,1686,590,[8]
5,555,1110,100000,[8]
6,337,674,100000,[9]
7,509,100000,356,[10]
8,511,1022,100000,"[10, 11, 12]"
9,494,100000,346,[14]
10,486,972,100000,"[13, 15, 16]"
11,380,100000,100000,"[15, 16]"
12,355,100000,100000,"[15, 16]"
13,497,994,100000,[17]
14,558,1116,391,[18]
15,515,1030,360,"[19, 20]"
16,611,100000,100000,[18]
17,520,100000,364,[]
18,557,100000,100000,[]
19,793,100000,555,[]
20,393,100000,100000,[]
