task,th,tr,tc,successor
1,116,100000,100000,"[11, 15]"
2,228,100000,100000,[20]
3,86,100000,60,[4]
4,316,632,221,"[5, 6, 7, 8]"
5,206,100000,100000,"[9, 11]"
6,115,100000,80,"[10, 13, 17]"
7,328,100000,100000,"[9, 10, 13]"
8,295,100000,100000,"[9, 16]"
9,205,100000,100000,"[15, 18]"
10,228,456,100000,"[12, 14]"
11,341,100000,100000,"[12, 13]"
12,476,100000,333,"[16, 19, 20]"
13,91,182,64,[]
14,44,88,100000,"[16, 18, 20]"
15,251,502,100000,[17]
16,435,100000,304,[]
17,136,100000,100000,[]
18,316,632,221,[]
19,102,204,71,[]
20,209,418,100000,[]
