task,th,tr,tc,successor
1,224,100000,100000,"[4, 6]"
2,560,100000,392,[5]
3,431,862,302,[]
4,511,1022,358,[11]
5,410,100000,100000,"[7, 10]"
6,542,1084,379,"[8, 9]"
7,333,666,100000,[11]
8,437,100000,100000,[11]
9,279,100000,100000,[11]
10,588,100000,412,[12]
11,688,1376,482,"[13, 14, 15, 16, 17, 18]"
12,619,100000,100000,[]
13,424,100000,297,[]
14,478,956,100000,[20]
15,389,100000,100000,[]
16,618,1236,100000,[]
17,364,100000,255,[19]
18,484,100000,100000,[]
19,448,896,100000,[]
20,503,100000,100000,[]
