task,th,tr,tc,successor
1,248,100000,100000,"[4, 5, 6, 12]"
2,282,100000,100000,"[6, 12]"
3,56,112,100000,[7]
4,105,210,100000,[8]
5,78,100000,55,[9]
6,125,250,100000,[11]
7,305,100000,100000,"[10, 11, 12]"
8,47,100000,33,[13]
9,75,100000,100000,[13]
10,126,252,100000,[20]
11,105,210,74,"[13, 14]"
12,127,100000,100000,[]
13,126,252,100000,"[15, 16, 18]"
14,183,100000,100000,[17]
15,126,100000,88,"[19, 20]"
16,97,100000,68,[]
17,291,100000,204,[]
18,242,100000,169,[]
19,150,300,105,[]
20,63,126,100000,[]
