task,th,tr,tc,successor
1,59,100000,41,[5]
2,57,100000,40,"[4, 6, 7]"
3,74,148,100000,"[6, 7]"
4,286,100000,100000,[8]
5,89,100000,100000,"[8, 10]"
6,188,376,132,"[14, 16]"
7,58,116,41,[9]
8,163,326,114,"[12, 13, 14, 17]"
9,72,144,100000,"[10, 11, 14, 15]"
10,224,100000,157,[16]
11,100,100000,100000,[17]
12,137,100000,100000,"[16, 19]"
13,388,100000,100000,[18]
14,86,100000,100000,[]
15,46,92,100000,[]
16,176,100000,100000,[20]
17,69,100000,48,[19]
18,187,374,131,[]
19,221,100000,100000,[]
20,179,358,100000,[]
