task,th,tr,tc,successor
1,579,100000,100000,"[4, 5]"
2,530,100000,100000,"[4, 5]"
3,358,100000,251,"[4, 5]"
4,368,100000,100000,"[6, 7]"
5,489,100000,100000,"[6, 7]"
6,245,100000,100000,"[8, 9]"
7,593,100000,100000,"[8, 9]"
8,548,1096,100000,"[10, 11, 12]"
9,515,100000,100000,[11]
10,687,1374,481,[17]
11,326,652,100000,"[13, 14]"
12,349,100000,100000,"[15, 17]"
13,550,100000,385,[16]
14,562,1124,100000,"[16, 17]"
15,449,100000,314,[18]
16,609,1218,426,[]
17,450,900,315,[19]
18,511,100000,358,[19]
19,502,1004,351,[20]
20,435,870,100000,[]
