task,th,tr,tc,successor
1,331,100000,100000,[5]
2,354,100000,100000,"[4, 6, 7]"
3,561,100000,393,[7]
4,607,1214,425,[8]
5,607,1214,100000,[10]
6,438,876,307,[9]
7,600,100000,100000,"[10, 11]"
8,423,100000,296,[14]
9,741,100000,100000,[12]
10,590,1180,100000,"[13, 14, 16]"
11,544,100000,381,[]
12,717,1434,502,[16]
13,496,100000,100000,[15]
14,533,100000,100000,"[17, 18]"
15,287,574,100000,[19]
16,455,910,100000,"[19, 20]"
17,356,712,100000,"[19, 20]"
18,469,100000,328,[20]
19,450,100000,315,[]
20,420,100000,100000,[]
