task,th,tr,tc,successor
1,653,100000,100000,"[2, 3, 4]"
2,418,836,293,"[6, 7]"
3,359,718,251,[5]
4,546,1092,382,"[5, 6, 7]"
5,527,1054,369,"[8, 9]"
6,545,1090,382,"[9, 11]"
7,353,100000,100000,"[8, 9]"
8,500,100000,100000,"[10, 11]"
9,304,100000,213,"[10, 13]"
10,768,1536,100000,"[12, 19]"
11,181,100000,127,"[12, 13]"
12,408,100000,100000,[20]
13,455,100000,100000,"[14, 15]"
14,548,100000,100000,"[16, 17]"
15,586,100000,410,"[16, 18, 19]"
16,618,100000,100000,[]
17,581,100000,100000,"[19, 20]"
18,657,1314,100000,[]
19,503,100000,100000,[]
20,468,936,100000,[]
