task,th,tr,tc,successor
1,441,100000,309,[9]
2,695,1390,100000,[9]
3,605,100000,424,[9]
4,563,100000,394,"[6, 7, 8]"
5,549,1098,384,"[6, 7, 8]"
6,236,100000,100000,[9]
7,383,100000,100000,[]
8,680,1360,100000,"[10, 11, 17]"
9,521,100000,100000,"[12, 13, 14, 15, 16]"
10,319,638,100000,[18]
11,490,980,100000,[]
12,577,100000,100000,[]
13,501,100000,100000,[]
14,445,890,100000,[]
15,311,622,218,[17]
16,466,100000,326,"[17, 18]"
17,407,100000,285,"[19, 20]"
18,602,100000,100000,[]
19,486,972,100000,[]
20,538,100000,377,[]
