task,th,tr,tc,successor
1,730,100000,100000,[13]
2,589,100000,100000,"[3, 4, 5, 6]"
3,474,948,332,[13]
4,390,780,100000,[13]
5,462,924,323,"[7, 8]"
6,496,100000,347,"[9, 14]"
7,480,100000,100000,[13]
8,425,850,100000,"[9, 10, 11, 12]"
9,545,1090,100000,[13]
10,562,1124,393,[20]
11,438,100000,100000,"[13, 14, 15]"
12,702,100000,100000,[13]
13,439,100000,307,"[16, 17, 18, 19]"
14,285,100000,100000,[20]
15,511,100000,358,[]
16,483,100000,338,[]
17,468,100000,328,[]
18,654,1308,100000,[]
19,534,100000,100000,[]
20,552,1104,100000,[]
