task,th,tr,tc,successor
1,598,100000,419,[12]
2,796,100000,557,[12]
3,459,100000,100000,[]
4,485,970,100000,"[5, 6, 7]"
5,561,100000,393,[]
6,329,100000,100000,"[10, 11]"
7,485,970,340,"[8, 9]"
8,214,428,150,[12]
9,419,100000,100000,[12]
10,604,1208,100000,"[13, 16]"
11,383,100000,268,"[14, 15]"
12,375,750,100000,"[17, 18, 19, 20]"
13,531,1062,372,[]
14,562,1124,393,[]
15,544,1088,100000,[]
16,587,100000,100000,[]
17,595,100000,100000,[]
18,450,100000,100000,[]
19,516,100000,100000,[]
20,645,100000,100000,[]
