task,th,tr,tc,successor
1,472,944,100000,"[7, 14]"
2,381,100000,267,"[6, 7]"
3,616,100000,100000,[6]
4,775,1550,542,[6]
5,501,100000,100000,[20]
6,570,100000,399,[8]
7,628,1256,440,"[9, 10, 11, 13]"
8,496,992,100000,"[12, 13, 14, 15]"
9,551,100000,386,[]
10,512,1024,100000,[]
11,364,728,100000,"[15, 19]"
12,555,100000,100000,"[16, 17]"
13,445,100000,100000,[16]
14,535,100000,374,[]
15,420,100000,294,[17]
16,646,100000,100000,[19]
17,407,814,100000,"[18, 20]"
18,423,100000,296,[]
19,329,100000,100000,[]
20,582,1164,100000,[]
