task,th,tr,tc,successor
1,488,100000,100000,"[3, 4]"
2,532,100000,372,[8]
3,194,100000,100000,[6]
4,467,100000,327,"[5, 7, 8, 9]"
5,184,100000,129,[11]
6,558,100000,391,[13]
7,385,770,270,[12]
8,31,100000,100000,"[10, 13, 15]"
9,128,256,100000,"[13, 15]"
10,347,100000,243,[14]
11,44,88,100000,[15]
12,321,100000,100000,[15]
13,193,386,100000,"[16, 17]"
14,105,100000,100000,[18]
15,99,198,100000,"[18, 19]"
16,251,502,100000,[20]
17,129,258,90,[18]
18,273,100000,100000,[]
19,138,100000,100000,[]
20,101,202,71,[]
