task,th,tr,tc,successor
1,542,100000,100000,[5]
2,299,598,209,"[4, 5]"
3,152,304,100000,"[4, 5]"
4,97,194,100000,"[6, 7, 8]"
5,96,192,100000,"[6, 7, 8]"
6,184,100000,100000,[12]
7,83,100000,58,"[10, 14]"
8,112,224,100000,[9]
9,139,100000,100000,[11]
10,199,398,100000,"[13, 15, 18]"
11,103,206,72,[12]
12,324,100000,227,"[13, 14, 15]"
13,404,808,283,"[16, 17]"
14,298,100000,209,"[16, 18]"
15,253,100000,100000,[16]
16,34,100000,24,[]
17,124,100000,87,[20]
18,290,100000,100000,[19]
19,146,100000,100000,[]
20,318,100000,100000,[]
