task,th,tr,tc,successor
1,301,100000,211,"[4, 5, 6, 7]"
2,214,428,150,"[5, 6, 7]"
3,56,100000,100000,[6]
4,41,100000,100000,"[9, 10]"
5,236,100000,100000,[16]
6,113,100000,100000,"[8, 9, 10]"
7,187,100000,100000,[16]
8,98,196,69,[11]
9,360,720,252,"[13, 16]"
10,230,100000,100000,"[12, 13, 19]"
11,140,280,100000,"[14, 16]"
12,124,100000,87,[15]
13,161,322,113,[]
14,111,100000,100000,[17]
15,119,100000,83,[18]
16,23,46,100000,"[19, 20]"
17,160,320,112,[]
18,81,100000,100000,[]
19,153,100000,100000,[]
20,53,106,100000,[]
