task,th,tr,tc,successor
1,160,320,100000,[4]
2,484,968,339,[6]
3,339,100000,237,"[5, 7, 8]"
4,119,100000,100000,[11]
5,576,100000,403,[9]
6,198,100000,100000,[10]
7,279,100000,100000,[11]
8,231,462,100000,[11]
9,118,100000,100000,[13]
10,163,100000,100000,[12]
11,209,418,100000,"[13, 14]"
12,256,100000,179,[15]
13,152,100000,100000,"[15, 16]"
14,228,456,100000,"[16, 17]"
15,296,100000,207,[20]
16,106,212,74,"[18, 19]"
17,432,864,302,"[18, 19]"
18,163,100000,100000,[]
19,255,510,178,[]
20,126,100000,100000,[]
