task,th,tr,tc,successor
1,98,100000,69,[13]
2,255,510,100000,"[5, 10, 13]"
3,211,100000,100000,[4]
4,85,100000,59,"[5, 6, 7, 8]"
5,79,158,55,"[9, 14, 16]"
6,129,258,90,"[10, 14]"
7,168,100000,100000,"[9, 10, 12, 17]"
8,243,100000,100000,"[11, 12]"
9,55,110,100000,[15]
10,175,100000,100000,"[15, 16]"
11,109,100000,76,[14]
12,129,100000,90,"[13, 18, 20]"
13,171,100000,120,[]
14,105,210,100000,"[17, 20]"
15,129,100000,100000,"[18, 19]"
16,159,318,100000,[18]
17,146,292,100000,[]
18,174,100000,122,[]
19,212,424,100000,[]
20,99,100000,100000,[]
