task,th,tr,tc,successor
1,500,1000,350,"[2, 3, 4]"
2,359,718,100000,"[5, 6]"
3,583,100000,408,"[5, 6]"
4,572,1144,400,[18]
5,584,1168,100000,"[7, 8]"
6,410,100000,287,"[7, 8]"
7,463,100000,324,"[9, 10, 11]"
8,535,100000,100000,"[9, 10, 11]"
9,608,1216,100000,"[12, 13]"
10,408,100000,100000,[14]
11,458,100000,321,"[12, 13, 14]"
12,703,100000,100000,"[15, 17]"
13,443,100000,100000,"[16, 19]"
14,421,100000,100000,"[15, 16]"
15,461,100000,100000,"[18, 19]"
16,441,882,100000,"[17, 18]"
17,537,100000,376,[]
18,265,100000,100000,[20]
19,402,804,281,[]
20,560,1120,100000,[]
