task,th,tr,tc,successor
1,238,100000,167,"[3, 4]"
2,508,100000,356,"[3, 4]"
3,501,100000,100000,"[5, 6]"
4,511,100000,100000,"[5, 6]"
5,469,938,100000,"[7, 8]"
6,53,100000,100000,"[7, 8]"
7,256,512,179,"[10, 11]"
8,445,890,100000,"[9, 10]"
9,132,264,100000,[16]
10,100,200,100000,"[13, 14, 15]"
11,271,100000,190,"[12, 16]"
12,445,100000,100000,"[14, 15]"
13,52,100000,100000,[16]
14,162,100000,100000,"[17, 18]"
15,555,1110,388,[]
16,195,390,136,[18]
17,563,100000,100000,[19]
18,60,100000,42,"[19, 20]"
19,235,100000,100000,[]
20,485,970,340,[]
