task,th,tr,tc,successor
1,226,100000,158,"[5, 7, 9]"
2,232,100000,100000,"[3, 4, 5]"
3,237,100000,166,[6]
4,371,742,100000,[6]
5,323,100000,100000,[8]
6,228,100000,160,"[7, 8, 9]"
7,176,352,100000,[10]
8,554,1108,388,"[10, 11]"
9,157,100000,100000,"[11, 14, 15]"
10,396,792,100000,[12]
11,520,100000,364,[13]
12,55,100000,38,"[14, 15]"
13,46,100000,100000,"[16, 17]"
14,505,1010,100000,"[17, 19]"
15,475,950,332,"[16, 18]"
16,73,100000,51,"[19, 20]"
17,96,192,100000,[20]
18,105,100000,100000,[19]
19,269,100000,100000,[]
20,125,250,100000,[]
