task,th,tr,tc,successor
1,472,100000,100000,[9]
2,791,1582,100000,[9]
3,776,1552,100000,[8]
4,484,100000,100000,"[5, 6, 7]"
5,469,100000,100000,[9]
6,499,998,349,[9]
7,447,894,100000,"[10, 12]"
8,487,100000,341,"[11, 13]"
9,473,946,331,"[14, 15, 16, 17]"
10,387,100000,271,[]
11,179,100000,100000,[18]
12,184,100000,129,[19]
13,426,100000,100000,[]
14,557,100000,390,[]
15,637,100000,446,[]
16,547,100000,100000,[]
17,682,1364,100000,[20]
18,528,1056,100000,[]
19,502,100000,351,[]
20,644,1288,100000,[]
