task,th,tr,tc,successor
1,112,224,100000,"[3, 5]"
2,120,100000,100000,"[3, 4, 5]"
3,118,236,100000,"[6, 7]"
4,245,100000,172,"[6, 7]"
5,157,100000,110,"[6, 7]"
6,142,100000,100000,"[8, 10]"
7,219,100000,153,"[8, 9]"
8,40,80,100000,"[11, 12]"
9,90,100000,100000,"[11, 14]"
10,161,100000,100000,"[11, 12]"
11,51,100000,36,"[13, 15]"
12,84,168,59,"[13, 14]"
13,133,266,100000,[]
14,187,374,100000,[17]
15,209,100000,100000,[16]
16,194,388,136,[]
17,90,100000,100000,[18]
18,117,234,82,"[19, 20]"
19,211,100000,100000,[]
20,249,100000,174,[]
