task,th,tr,tc,successor
1,566,1132,396,[6]
2,376,752,263,[6]
3,416,100000,291,[6]
4,595,100000,100000,[6]
5,535,100000,374,"[7, 8, 9]"
6,554,1108,100000,"[10, 11, 12, 13]"
7,456,100000,319,[]
8,253,100000,100000,[14]
9,481,962,100000,[]
10,481,100000,100000,[]
11,457,100000,100000,[]
12,426,852,298,[]
13,440,100000,100000,[16]
14,479,958,100000,[15]
15,662,1324,100000,"[17, 18, 19, 20]"
16,567,100000,100000,[]
17,542,100000,100000,[]
18,359,718,251,[]
19,495,100000,100000,[]
20,530,100000,371,[]
